Chronon Stage,System Depth,dt,Time | Depth Differential,Sommerfeld's Constant,McElveen's EQ,"Information Creation/ ""Distance to Event Horizon"" Rceh [Glyr]",Entropic Error Rate,pi(n),2(pi)*(EQ),,(C*pi)*(B/C),,,,,,2pi(n)+((Cpi*C/2)+2pi),,CAM Equation,x/lnx,difference u-v,t/u,li(x),g^-1,,
3230,3231,6,0.001857010214,0.0003095017023,538.5,14.36933446,0.06959264555,10150.48586,3383.495288,58.16782004,10150.48586,,,10150.48586,3383.495288,,20363.80358,,133.2855577,399.8491703,266.5636126,0.333339588,0.7425239932,0.06959264555,0,1
3231,3232,12,0.003712871287,0.0003094059406,269.3333333,13.67680619,0.07311648539,10153.62746,1692.271243,41.13722454,10153.62746,,,10153.62746,1692.271243,,20539.73277,,66.6646017,399.9576075,333.2930058,0.1666791691,1.484991117,0.07311648539,0,1
3232,3233,4,0.001237240953,0.0003093102382,808.25,14.77603719,0.06767714421,10156.76905,5078.384525,71.26278499,10156.76905,,,10156.76905,5078.384525,,20344.95402,,200.0346869,400.0660411,200.0313542,0.5000041653,0.4949780898,0.06767714421,0,1
3233,3234,24,0.007421150278,0.0003092145949,134.75,12.98489625,0.07701255218,10159.91064,846.6592201,29.09740917,10159.91064,,,10159.91064,846.6592201,,21230.88315,,33.35786763,400.1744711,366.8166035,0.08335831004,2.969754888,0.07701255218,0,1
3234,3235,4,0.001236476043,0.0003091190108,808.75,14.77727405,0.06767147963,10163.05223,5081.526117,71.28482389,10163.05223,,,10163.05223,5081.526117,,20357.5204,,200.1431143,400.2828976,200.1397833,0.5000041608,0.4949402134,0.06767147963,0,1
3235,3236,6,0.001854140915,0.0003090234858,539.3333333,14.37242709,0.06957767077,10166.19383,3388.731276,58.21281024,10166.19383,,,10166.19383,3388.731276,,20395.21951,,133.466271,400.3913205,266.9250494,0.3333395711,0.7423819292,0.06957767077,0,1
3236,3237,8,0.002471424158,0.0003089280198,404.625,14.08536297,0.07099568555,10169.33542,2542.333855,50.42156141,10169.33542,,,10169.33542,2542.333855,,20445.48499,,100.1282641,400.4997398,300.3714757,0.2500083125,0.9898047324,0.07099568555,0,1
3237,3238,4,0.001235330451,0.0003088326127,809.5,14.77912791,0.0676629911,10172.47701,5086.238506,71.31786947,10172.47701,,,10172.47701,5086.238506,,20376.36995,,200.305742,400.6081556,200.3024137,0.500004154,0.4948834535,0.0676629911,0,1
3238,3239,4,0.001234949058,0.0003087372646,809.75,14.77974548,0.06766016381,10175.6186,5087.809302,71.32888126,10175.6186,,,10175.6186,5087.809302,,20382.65314,,200.3599476,400.7165679,200.3566202,0.5000041518,0.4948645482,0.06766016381,0,1
3239,3240,40,0.01234567901,0.0003086419753,81,12.47777776,0.0801424756,10178.7602,508.9380099,22.55965447,10178.7602,,,10178.7602,508.9380099,,22877.0777,,20.05787843,400.8249765,380.7670981,0.05004148844,4.948456501,0.0801424756,0,1
3240,3241,4,0.001234186979,0.0003085467448,810.25,14.78098005,0.06765451255,10181.90179,5090.950895,71.35089975,10181.90179,,,10181.90179,5090.950895,,20395.21951,,200.4683536,400.9333817,200.465028,0.5000041473,0.4948267592,0.06765451255,0,1
3241,3242,4,0.001233806292,0.0003084515731,810.5,14.78159704,0.06765168859,10185.04338,5092.521691,71.36190645,10185.04338,,,10185.04338,5092.521691,,20401.50269,,200.522554,401.0417832,200.5192293,0.500004145,0.4948078757,0.06765168859,0,1
3242,3243,8,0.002466851681,0.0003083564601,405.375,14.08906667,0.07097702235,10188.18498,2547.046244,50.46826967,10188.18498,,,10188.18498,2547.046244,,20483.1841,,100.2908691,401.1501812,300.8593122,0.2500082856,0.9895779988,0.07097702235,0,1
3243,3244,6,0.001849568434,0.0003082614057,540.6666667,14.37736536,0.06955377254,10191.32657,3397.108856,58.28472232,10191.32657,,,10191.32657,3397.108856,,20445.48499,,133.7553507,401.2585757,267.503225,0.3333395442,0.7421551955,0.06955377254,0,1
3244,3245,8,0.002465331279,0.0003081664099,405.625,14.09029972,0.07097081113,10194.46816,2548.61704,50.48382949,10194.46816,,,10194.46816,2548.61704,,20495.75047,,100.3450636,401.3669666,301.021903,0.2500082766,0.9895025371,0.07097081113,0,1
3245,3246,8,0.002464571781,0.0003080714726,405.75,14.09091595,0.07096770737,10197.60975,2549.402438,50.4916076,10197.60975,,,10197.60975,2549.402438,,20502.03366,,100.3721596,401.475354,301.1031944,0.2500082721,0.9894648281,0.07096770737,0,1
3246,3247,4,0.001231906375,0.0003079765938,811.75,14.78467918,0.06763758534,10200.75135,5100.375673,71.41691447,10200.75135,,,10200.75135,5100.375673,,20432.91862,,200.793529,401.5837378,200.7902088,0.5000041339,0.4947135668,0.06763758534,0,1
3247,3248,20,0.006157635468,0.0003078817734,162.4,13.17585713,0.07589639066,10203.89294,1020.389294,31.9435329,10203.89294,,,10203.89294,1020.389294,,21042.38759,,40.1775097,401.6921181,361.5146084,0.1000206573,2.473473634,0.07589639066,0,1
3248,3249,9,0.002770083102,0.0003077870114,361,13.97498049,0.0715564505,10207.03453,2268.229896,47.62593722,10207.03453,,,10207.03453,2268.229896,,20547.58675,,89.29273201,401.8004948,312.5077628,0.2222315133,1.113020761,0.0715564505,0,1
3249,3250,16,0.004923076923,0.0003076923077,203.125,13.40023183,0.0746255746,10210.17612,1276.272016,35.72494948,10210.17612,,,10210.17612,1276.272016,,20828.75929,,50.24524333,401.908868,351.6636247,0.1250165083,1.978628273,0.0746255746,0,1
3250,3251,2,0.0006151953245,0.0003075976623,1625.5,15.48028866,0.06459827862,10213.31772,10213.31772,101.0609604,10213.31772,,,10213.31772,10213.31772,,20439.2018,,402.0180668,402.0172377,-0.0008291514972,1.000002062,0.247319125,0.06459827862,0,1
3251,3252,12,0.0036900369,0.000307503075,271,13.68914429,0.0730505851,10216.45931,1702.743218,41.26430925,10216.45931,,,10216.45931,1702.743218,,20665.39648,,67.02590746,402.1256038,335.0996963,0.1666790347,1.483858316,0.0730505851,0,1
3252,3253,2,0.0006148170919,0.000307408546,1626.5,15.48151867,0.06459314626,10219.6009,10219.6009,101.0920417,10219.6009,,,10219.6009,10219.6009,,20451.76817,,402.234795,402.2339663,-0.0008287047393,1.00000206,0.2473003174,0.06459314626,0,1
3253,3254,4,0.0012292563,0.000307314075,813.5,14.78898621,0.06761788709,10222.74249,5111.371247,71.49385461,10222.74249,,,10222.74249,5111.371247,,20476.90092,,201.1728196,402.3423254,201.1695057,0.5000041183,0.4945818382,0.06761788709,0,1
3254,3255,16,0.004915514593,0.0003072196621,203.4375,13.40330639,0.07460845639,10225.88409,1278.235511,35.75241965,10225.88409,,,10225.88409,1278.235511,,20860.17522,,50.312961,402.4506808,352.1377198,0.1250164639,1.978252195,0.07460845639,0,1
3255,3256,16,0.004914004914,0.0003071253071,203.5,13.40392073,0.07460503684,10229.02568,1278.62821,35.75791115,10229.02568,,,10229.02568,1278.62821,,20866.45841,,50.32650321,402.5590328,352.2325296,0.125016455,1.978177065,0.07460503684,0,1
3256,3257,2,0.0006140620203,0.0003070310101,1628.5,15.48397643,0.06458289345,10232.16727,10232.16727,101.1541758,10232.16727,,,10232.16727,10232.16727,,20476.90092,,402.668209,402.6673812,-0.0008278127612,1.000002056,0.2472627456,0.06458289345,0,1
3257,3258,12,0.003683241252,0.000306936771,271.5,13.69283093,0.07303091707,10235.30887,1705.884811,41.30235842,10235.30887,,,10235.30887,1705.884811,,20703.09559,,67.13425315,402.7757261,335.641473,0.1666789948,1.48352017,0.07303091707,0,1
3258,3259,2,0.0006136851795,0.0003068425898,1629.5,15.48520418,0.06457777299,10238.45046,10238.45046,101.1852285,10238.45046,,,10238.45046,10238.45046,,20489.46729,,402.8848948,402.8840675,-0.0008273675303,1.000002054,0.2472439813,0.06457777299,0,1
3259,3260,12,0.003680981595,0.0003067484663,271.6666667,13.6940583,0.07302437146,10241.59205,1706.932008,41.31503369,10241.59205,,,10241.59205,1706.932008,,20715.66196,,67.17036368,402.9924053,335.8220416,0.1666789815,1.483407627,0.07302437146,0,1
3260,3261,4,0.001226617602,0.0003066544005,815.25,14.79328399,0.0675982426,10244.73364,5122.366822,71.57071204,10244.73364,,,10244.73364,5122.366822,,20520.88321,,201.5520236,403.1007396,201.548716,0.5000041028,0.4944504626,0.0675982426,0,1
3261,3262,8,0.002452483139,0.0003065603924,407.75,14.10075002,0.07091821345,10247.87524,2561.968809,50.61589483,10247.87524,,,10247.87524,2561.968809,,20602.56462,,100.8055744,403.2090704,302.403496,0.2500082012,0.9888634467,0.07091821345,0,1
3262,3263,4,0.001225865768,0.0003064664419,815.75,14.79451023,0.06759263972,10251.01683,5125.508414,71.59265615,10251.01683,,,10251.01683,5125.508414,,20533.44958,,201.6603518,403.3173976,201.6570459,0.5000040984,0.4944129913,0.06759263972,0,1
3263,3264,28,0.008578431373,0.000306372549,116.5714286,12.84921292,0.0778257786,10254.15842,732.4398872,27.06362665,10254.15842,,,10254.15842,732.4398872,,21746.10435,,28.82768962,403.4257213,374.5980317,0.07145724255,3.460759865,0.0778257786,0,1
3264,3265,4,0.001225114855,0.0003062787136,816.25,14.79573572,0.06758704121,10257.30001,5128.650007,71.61459353,10257.30001,,,10257.30001,5128.650007,,20546.01595,,201.7686728,403.5340415,201.7653687,0.500004094,0.4943755486,0.06758704121,0,1
3265,3266,8,0.002449479486,0.0003061849357,408.25,14.10320101,0.07090588864,10260.44161,2565.110402,50.64691897,10260.44161,,,10260.44161,2565.110402,,20627.69736,,100.9138928,403.6423582,302.7284654,0.2500081836,0.988713676,0.07090588864,0,1
3266,3267,12,0.003673094582,0.0003060912152,272.25,13.69834817,0.07300150261,10263.5832,1710.5972,41.35936653,10263.5832,,,10263.5832,1710.5972,,20759.64425,,67.29673204,403.7506714,336.4539393,0.1666789353,1.483014404,0.07300150261,0,1
3267,3268,12,0.003671970624,0.000305997552,272.3333333,13.69896026,0.07299824081,10266.72479,1711.120799,41.36569592,10266.72479,,,10266.72479,1711.120799,,20765.92744,,67.31478232,403.858981,336.5441987,0.1666789287,1.482958315,0.07299824081,0,1
3268,3269,4,0.001223615785,0.0003059039462,817.25,14.79818445,0.06757585724,10269.86638,5134.933192,71.65844816,10269.86638,,,10269.86638,5134.933192,,20571.1487,,201.9852939,403.9672871,201.9819933,0.5000040852,0.494300749,0.06757585724,0,1
3269,3270,16,0.004892966361,0.0003058103976,204.375,13.41250181,0.0745573059,10273.00798,1284.125997,35.83470381,10273.00798,,,10273.00798,1284.125997,,20954.423,,50.51604797,404.0755897,353.5595418,0.1250163317,1.977128268,0.0745573059,0,1
3270,3271,2,0.0006114338123,0.0003057169061,1635.5,15.49255487,0.064547133,10276.14957,10276.14957,101.3713449,10276.14957,,,10276.14957,10276.14957,,20564.86551,,404.1847135,404.1838888,-0.0008247067902,1.00000204,0.247131696,0.064547133,0,1
3271,3272,8,0.002444987775,0.0003056234719,409,14.10687185,0.07088743772,10279.29116,2569.822791,50.6934196,10279.29116,,,10279.29116,2569.822791,,20665.39648,,101.076344,404.2921844,303.2158404,0.2500081573,0.9884894484,0.07088743772,0,1
3272,3273,4,0.001222120379,0.0003055300947,818.25,14.80063019,0.06756469065,10282.43276,5141.216378,71.70227596,10282.43276,,,10282.43276,5141.216378,,20596.28144,,202.2018868,404.4004765,202.1985897,0.5000040765,0.4942260635,0.06756469065,0,1
3273,3274,4,0.001221747098,0.0003054367746,818.5,14.80124115,0.0675619017,10285.57435,5142.787174,71.71322872,10285.57435,,,10285.57435,5142.787174,,20602.56462,,202.2560306,404.508765,202.2527344,0.5000040743,0.4942074099,0.0675619017,0,1
3274,3275,6,0.001832061069,0.0003053435115,545.8333333,14.39638683,0.06946187346,10288.71594,3429.57198,58.56254759,10288.71594,,,10288.71594,3429.57198,,20640.26373,,134.8748215,404.61705,269.7422286,0.3333394415,0.7412831451,0.06946187346,0,1
3275,3276,36,0.01098901099,0.0003052503053,91,12.60523795,0.07933210018,10291.85753,571.769863,23.91170975,10291.85753,,,10291.85753,571.769863,,22625.75029,,22.49956356,404.7253316,382.225768,0.05559218018,4.447531116,0.07933210018,0,1
3276,3277,4,0.001220628624,0.0003051571559,819.25,14.80307294,0.06755354137,10294.99913,5147.499563,71.74607699,10294.99913,,,10294.99913,5147.499563,,20621.41418,,202.4184516,404.8336096,202.415158,0.5000040678,0.4941514917,0.06755354137,0,1
3277,3278,8,0.002440512508,0.0003050640635,409.75,14.11053598,0.07086903018,10298.14072,2574.53518,50.73987761,10298.14072,,,10298.14072,2574.53518,,20703.09559,,101.2387637,404.9418841,303.7031204,0.2500081311,0.988265733,0.07086903018,0,1
3278,3279,4,0.001219884111,0.0003049710278,819.75,14.80429319,0.06754797321,10301.28231,5150.641156,71.76796748,10301.28231,,,10301.28231,5150.641156,,20633.98055,,202.5267234,405.0501551,202.5234317,0.5000040634,0.4941142484,0.06754797321,0,1
3279,3280,20,0.006097560976,0.0003048780488,164,13.19546513,0.07578361128,10304.4239,1030.44239,32.10050452,10304.4239,,,10304.4239,1030.44239,,21243.44952,,40.52406916,405.1584226,364.6343535,0.1000203054,2.470478187,0.07578361128,0,1
3280,3281,4,0.001219140506,0.0003047851265,820.25,14.8055127,0.06754240937,10307.5655,5153.782748,71.78985129,10307.5655,,,10307.5655,5153.782748,,20646.54692,,202.6349883,405.2666866,202.6316983,0.5000040591,0.4940770334,0.06754240937,0,1
3281,3282,8,0.002437538087,0.0003046922608,410.25,14.112975,0.07085678249,10310.70709,2577.676772,50.770826,10310.70709,,,10310.70709,2577.676772,,20728.22833,,101.3470259,405.3749471,304.0279212,0.2500081138,0.9881168729,0.07085678249,0,1
3282,3283,6,0.00182759671,0.0003045994517,547.1666667,14.40126637,0.06943833789,10313.84868,3437.949561,58.63403074,10313.84868,,,10313.84868,3437.949561,,20690.52922,,135.1635342,405.4832041,270.3196699,0.3333394154,0.7410597699,0.06943833789,0,1
3283,3284,6,0.001827040195,0.0003045066991,547.3333333,14.40187547,0.0694354011,10316.99027,3438.996758,58.64296,10316.99027,,,10316.99027,3438.996758,,20696.8124,,135.1996181,405.5914576,270.3918396,0.3333394122,0.7410318958,0.0694354011,0,1
3284,3285,12,0.003652968037,0.000304414003,273.75,13.70933721,0.07294298656,10320.13187,1720.021978,41.47314767,10320.13187,,,10320.13187,1720.021978,,20872.74159,,67.62154762,405.6997076,338.07816,0.1666788177,1.482008064,0.07294298656,0,1
3285,3286,8,0.002434570907,0.0003043213634,410.75,14.11541106,0.07084455395,10323.27346,2580.818365,50.80175553,10323.27346,,,10323.27346,2580.818365,,20753.36107,,101.4552741,405.8079541,304.35268,0.2500080965,0.9879682389,0.07084455395,0,1
3286,3287,4,0.00121691512,0.00030422878,821.75,14.80916679,0.06752574364,10326.41505,5163.207526,71.85546274,10326.41505,,,10326.41505,5163.207526,,20684.24603,,202.9597409,405.9161971,202.9564562,0.5000040461,0.4939655578,0.06752574364,0,1
3287,3288,16,0.004866180049,0.000304136253,205.5,13.42348079,0.07449632593,10329.55665,1291.194581,35.93319608,10329.55665,,,10329.55665,1291.194581,,21067.52033,,50.75962216,406.0244367,355.2648145,0.1250161753,1.975788013,0.07449632593,0,1
3288,3289,8,0.002432350258,0.0003040437823,411.125,14.11723615,0.07083539507,10332.69824,2583.174559,50.82494033,10332.69824,,,10332.69824,2583.174559,,20772.21063,,101.5364512,406.1326727,304.5962215,0.2500080835,0.9878569114,0.07083539507,0,1
3289,3290,16,0.004863221884,0.0003039513678,205.625,13.42469697,0.07448957713,10335.83983,1291.979979,35.94412301,10335.83983,,,10335.83983,1291.979979,,21080.08671,,50.78667723,406.2409052,355.454228,0.1250161581,1.975639661,0.07448957713,0,1
3290,3291,4,0.001215436038,0.0003038590094,822.75,14.81159914,0.06751465461,10338.98142,5169.490711,71.89917045,10338.98142,,,10338.98142,5169.490711,,20709.37877,,203.1762078,406.3491343,203.1729265,0.5000040375,0.4938913817,0.06751465461,0,1
3291,3292,6,0.001822600243,0.0003037667072,548.6666667,14.40674165,0.06941194782,10342.12302,3447.374339,58.71434525,10342.12302,,,10342.12302,3447.374339,,20747.07788,,135.4882469,406.4573598,270.969113,0.3333393863,0.7408092828,0.06941194782,0,1
3292,3293,4,0.001214697844,0.000303674461,823.25,14.8128142,0.06750911652,10345.26461,5172.632304,71.92101434,10345.26461,,,10345.26461,5172.632304,,20721.94514,,203.2844307,406.5655819,203.2811512,0.5000040332,0.4938543358,0.06750911652,0,1
3293,3294,16,0.004857316333,0.0003035822708,205.875,13.4271271,0.07447609549,10348.4062,1293.550775,35.9659669,10348.4062,,,10348.4062,1293.550775,,21105.21945,,50.84078215,406.6738005,355.8330183,0.1250161237,1.975343293,0.07447609549,0,1
3294,3295,4,0.001213960546,0.0003034901366,823.75,14.81402853,0.06750358269,10351.54779,5175.773897,71.9428516,10351.54779,,,10351.54779,5175.773897,,20734.51151,,203.3926467,406.7820156,203.3893689,0.5000040289,0.4938173179,0.06750358269,0,1
3295,3296,12,0.003640776699,0.0003033980583,274.6666667,13.71602313,0.07290743026,10354.68939,1725.781564,41.54252718,10354.68939,,,10354.68939,1725.781564,,20941.85663,,67.81995313,406.8902272,339.0702741,0.1666787467,1.481396458,0.07290743026,0,1
3296,3297,8,0.002426448286,0.0003033060358,412.125,14.12209494,0.07081102371,10357.83098,2589.457745,50.88671482,10357.83098,,,10357.83098,2589.457745,,20822.47611,,101.7528848,406.9984353,305.2455505,0.2500080492,0.987560656,0.07081102371,0,1
3297,3298,8,0.002425712553,0.0003032140691,412.25,14.12270146,0.07080798263,10360.97257,2590.243143,50.89443135,10360.97257,,,10360.97257,2590.243143,,20828.75929,,101.7799351,407.10664,305.3267049,0.2500080449,0.9875236871,0.07080798263,0,1
3298,3299,2,0.0006062443165,0.0003031221582,1649.5,15.50960216,0.0644761864,10364.11416,10364.11416,101.8042934,10364.11416,,,10364.11416,10364.11416,,20740.7947,,407.2156597,407.2148412,-0.0008185683953,1.00000201,0.246871683,0.0644761864,0,1
3299,3300,36,0.01090909091,0.000303030303,91.66666667,12.61983656,0.07924032895,10367.25576,575.9586532,23.99913859,10367.25576,,,10367.25576,575.9586532,,22776.54674,,22.64378612,407.3230389,384.6792527,0.05559171459,4.44352406,0.07924032895,0,1
3300,3301,2,0.000605877007,0.0003029385035,1650.5,15.51081428,0.06447114779,10370.39735,10370.39735,101.8351479,10370.39735,,,10370.39735,10370.39735,,20753.36107,,407.4320512,407.4312331,-0.0008181336456,1.000002008,0.246853216,0.06447114779,0,1
3301,3302,8,0.002422774076,0.0003028467595,412.75,14.12512571,0.07079583012,10373.53894,2593.384736,50.92528582,10373.53894,,,10373.53894,2593.384736,,20853.89203,,101.8881276,407.5394238,305.6512962,0.2500080278,0.9873759511,0.07079583012,0,1
3302,3303,6,0.001816530427,0.0003027550711,550.5,14.41341338,0.0693798182,10376.68053,3458.893512,58.81235849,10376.68053,,,10376.68053,3458.893512,,20816.19292,,135.8849901,407.6476111,271.762621,0.333339351,0.740504289,0.0693798182,0,1
3303,3304,16,0.004842615012,0.0003026634383,206.5,13.43318955,0.07444248415,10379.82213,1297.477766,36.02051868,10379.82213,,,10379.82213,1297.477766,,21168.0513,,50.97601406,407.7557949,356.7797808,0.1250160383,1.974604334,0.07444248415,0,1
3304,3305,4,0.001210287443,0.0003025718608,826.25,14.82008914,0.06747597739,10382.96372,5191.48186,72.05193863,10382.96372,,,10382.96372,5191.48186,,20797.34337,,203.9336221,407.8639752,203.9303531,0.5000040075,0.4936326478,0.06747597739,0,1
3305,3306,16,0.00483968542,0.0003024803388,206.625,13.43439983,0.07443577773,10386.10531,1298.263164,36.03141912,10386.10531,,,10386.10531,1298.263164,,21180.61767,,51.00305523,407.9721521,356.9690968,0.1250160213,1.974456876,0.07443577773,0,1
3306,3307,2,0.0006047777442,0.0003023888721,1653.5,15.51444625,0.06445605497,10389.24691,10389.24691,101.9276553,10389.24691,,,10389.24691,10389.24691,,20791.06018,,408.0811423,408.0803254,-0.0008168323236,1.000002002,0.2467978987,0.06445605497,0,1
3307,3308,6,0.001813784764,0.0003022974607,551.3333333,14.41643864,0.06936525898,10392.3885,3464.129499,58.85685601,10392.3885,,,10392.3885,3464.129499,,20847.60885,,136.0652816,408.1884954,272.1232137,0.3333393351,0.7403660738,0.06936525898,0,1
3308,3309,4,0.001208824418,0.0003022061046,827.25,14.82250825,0.06746496496,10395.53009,5197.765045,72.09552722,10395.53009,,,10395.53009,5197.765045,,20822.47611,,204.1499637,408.2966618,204.1466981,0.500003999,0.4935589747,0.06746496496,0,1
3309,3310,8,0.002416918429,0.0003021148036,413.75,14.1299654,0.07077158167,10398.67168,2599.667921,50.98693873,10398.67168,,,10398.67168,2599.667921,,20904.15752,,102.1044709,408.4048248,306.3003539,0.2500079938,0.9870811475,0.07077158167,0,1
3310,3311,8,0.002416188463,0.0003020235578,413.875,14.13056953,0.07076855591,10401.81328,2600.453319,50.9946401,10401.81328,,,10401.81328,2600.453319,,20910.4407,,102.1315099,408.5129843,306.3814744,0.2500079896,0.9870443596,0.07076855591,0,1
3311,3312,30,0.009057971014,0.0003019323671,110.4,12.80941765,0.07806756149,10404.95487,693.6636579,26.33749529,10404.95487,,,10404.95487,693.6636579,,22229.90962,,27.25364453,408.6211404,381.3674958,0.06669660925,3.701278445,0.07806756149,0,1
3312,3313,2,0.000603682463,0.0003018412315,1656.5,15.51807162,0.06444099655,10408.09646,10408.09646,102.0200787,10408.09646,,,10408.09646,10408.09646,,20828.75929,,408.7301085,408.729293,-0.0008155353797,1.000001995,0.2467427063,0.06444099655,0,1
3313,3314,4,0.001207000604,0.0003017501509,828.5,14.82552803,0.06745122316,10411.23805,5205.619027,72.14997593,10411.23805,,,10411.23805,5205.619027,,20853.89203,,204.4203517,408.8374421,204.4170904,0.5000039885,0.4934670393,0.06745122316,0,1
3314,3315,16,0.004826546003,0.0003016591252,207.1875,13.43983708,0.07440566384,10414.37965,1301.797456,36.08043037,10414.37965,,,10414.37965,1301.797456,,21237.16634,,51.12471914,408.9455878,357.8208686,0.1250159451,1.973794692,0.07440566384,0,1
3315,3316,6,0.001809408926,0.0003015681544,552.6666667,14.42126956,0.0693420226,10417.52124,3472.50708,58.92798215,10417.52124,,,10417.52124,3472.50708,,20897.87433,,136.353688,409.05373,272.700042,0.3333393097,0.7401454704,0.0693420226,0,1
3316,3317,4,0.001205908954,0.0003014772385,829.25,14.82733772,0.06744299072,10420.66283,5210.331416,72.18262544,10420.66283,,,10420.66283,5210.331416,,20872.74159,,204.5825637,409.1618687,204.579305,0.5000039822,0.4934119611,0.06744299072,0,1
3317,3318,16,0.004822182037,0.0003013863773,207.375,13.44164622,0.07439564944,10423.80442,1302.975553,36.09675267,10423.80442,,,10423.80442,1302.975553,,21256.01589,,51.165266,409.270004,358.104738,0.1250159198,1.973574462,0.07439564944,0,1
3318,3319,2,0.0006025911419,0.000301295571,1659.5,15.52169044,0.0644259724,10426.94602,10426.94602,102.1124185,10426.94602,,,10426.94602,10426.94602,,20866.45841,,409.3789501,409.3781359,-0.0008142428067,1.000001989,0.2466876384,0.0644259724,0,1
3319,3320,16,0.004819277108,0.0003012048193,207.5,13.4428514,0.0743889797,10430.08761,1303.760951,36.1076301,10430.08761,,,10430.08761,1303.760951,,21268.58226,,51.19229509,409.4862643,358.2939692,0.125015903,1.97342778,0.0743889797,0,1
3320,3321,10,0.003011141223,0.0003011141223,332.1,13.91345735,0.071872862,10433.2292,2086.645841,45.67981874,10433.2292,,,10433.2292,2086.645841,,21029.82122,,81.92294687,409.5943892,327.6714424,0.2000099343,1.23334655,0.071872862,0,1
3321,3322,8,0.002408187839,0.0003010234798,415.25,14.13720304,0.07073534965,10436.3708,2609.092699,51.07927857,10436.3708,,,10436.3708,2609.092699,,20979.55574,,102.4288821,409.7025107,307.2736287,0.2500079433,0.9866406038,0.07073534965,0,1
3322,3323,2,0.0006018657839,0.000300932892,1661.5,15.52409936,0.06441597526,10439.51239,10439.51239,102.173932,10439.51239,,,10439.51239,10439.51239,,20891.59115,,409.8114421,409.8106288,-0.0008133834908,1.000001985,0.2466509953,0.06441597526,0,1
3323,3324,12,0.003610108303,0.0003008423586,277,13.73294166,0.07281761072,10442.65398,1740.44233,41.71860892,10442.65398,,,10442.65398,1740.44233,,21117.78582,,68.32466951,409.9187434,341.5940739,0.1666785689,1.479851059,0.07281761072,0,1
3324,3325,12,0.003609022556,0.0003007518797,277.0833333,13.73354326,0.07281442096,10445.79557,1740.965929,41.72488381,10445.79557,,,10445.79557,1740.965929,,21124.069,,68.34268674,410.0268545,341.6841678,0.1666785626,1.479796167,0.07281442096,0,1
3325,3326,4,0.001202645821,0.0003006614552,831.5,14.83275696,0.06741834999,10448.93717,5224.468583,72.28048549,10448.93717,,,10448.93717,5224.468583,,20929.29026,,205.0691066,410.1349622,205.0658556,0.5000039633,0.4932470983,0.06741834999,0,1
3326,3327,4,0.00120228434,0.0003005710851,831.75,14.83335819,0.06741561736,10452.07876,5226.039379,72.29135065,10452.07876,,,10452.07876,5226.039379,,20935.57344,,205.1231583,410.2430665,205.1199082,0.5000039612,0.4932288145,0.06741561736,0,1
3327,3328,18,0.005408653846,0.0003004807692,184.8888889,13.32988185,0.07501941964,10455.22035,1161.69115,34.08359063,10455.22035,,,10455.22035,1161.69115,,21425.6619,,45.60188472,410.3511673,364.7492826,0.1111289265,2.219447419,0.07501941964,0,1
3328,3329,2,0.0006007810153,0.0003003905077,1664.5,15.52770729,0.06440100789,10458.36194,10458.36194,102.2661329,10458.36194,,,10458.36194,10458.36194,,20929.29026,,410.4600768,410.4592647,-0.0008120981311,1.000001979,0.2465961338,0.06440100789,0,1
3329,3330,24,0.007207207207,0.0003003003003,138.75,13.04340134,0.07666711882,10461.50354,871.7919614,29.52612337,10461.50354,,,10461.50354,871.7919614,,21834.06894,,34.22368861,410.5673586,376.34367,0.08335706162,2.959044026,0.07666711882,0,1
3330,3331,2,0.0006004202942,0.0003002101471,1665.5,15.5289085,0.06439602631,10464.64513,10464.64513,102.2968481,10464.64513,,,10464.64513,10464.64513,,20941.85663,,410.6762608,410.6754491,-0.0008116706297,1.000001976,0.246577874,0.06439602631,0,1
3331,3332,18,0.005402160864,0.000300120048,185.1111111,13.33228425,0.07500590157,10467.78672,1163.087414,34.1040674,10467.78672,,,10467.78672,1163.087414,,21450.79464,,45.64991801,410.7835361,365.1336181,0.111128889,2.219118743,0.07500590157,0,1
3332,3333,8,0.002400240024,0.000300030003,416.625,14.14381461,0.07070228416,10470.92831,2617.732079,51.16377702,10470.92831,,,10470.92831,2617.732079,,21048.67078,,102.7261499,410.8916198,308.1654699,0.2500078974,0.9862385113,0.07070228416,0,1
3333,3334,4,0.001199760048,0.000299940012,833.5,14.83756177,0.06739651809,10474.06991,5237.034954,72.36736111,10474.06991,,,10474.06991,5237.034954,,20979.55574,,205.501472,410.9996999,205.4982279,0.5000039466,0.4931010197,0.06739651809,0,1
3334,3335,8,0.0023988006,0.000299850075,416.875,14.14501438,0.07069628729,10477.2115,2619.302875,51.17912538,10477.2115,,,10477.2115,2619.302875,,21061.23715,,102.7801874,411.1077767,308.3275893,0.250007889,0.9861655813,0.07069628729,0,1
3335,3336,16,0.00479616307,0.0002997601918,208.5,13.4524668,0.07433580878,10480.35309,1310.044137,36.19453186,10480.35309,,,10480.35309,1310.044137,,21369.11323,,51.40846592,411.21585,359.8073841,0.1250157695,1.972258273,0.07433580878,0,1
3336,3337,4,0.00119868145,0.0002996703626,834.25,14.8393606,0.06738834827,10483.49469,5241.747343,72.39991259,10483.49469,,,10483.49469,5241.747343,,20998.4053,,205.6635807,411.3239199,205.6603392,0.5000039404,0.4930463529,0.06738834827,0,1
